"restaurant,text,taste_label,clean_label,service_label"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 다시 이용하고 싶어요.,긍정,긍정,긍정"
"프레시코드 픽업스팟,프레시코드 픽업스팟은(는) 가격 대비 매우 만족스럽습니다.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대는(는) 커피가 맛있습니다.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대는(는) 매장이 깔끔합니다.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대는(는) 직원이 친절해요.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대는(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"컴포즈커피 강남대,컴포즈커피 강남대는(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피는(는) 커피 맛이 좋습니다.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피는(는) 매장이 깔끔하고 편안합니다.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피는(는) 직원이 친절해요.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피는(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"노브랜드 커피,노브랜드 커피는(는) 가격 대비 매우 좋습니다.,긍정,긍정,긍정"
"엔제리너스,엔제리너스는(는) 커피가 향긋하고 맛있습니다.,긍정,긍정,긍정"
"엔제리너스,엔제리너스는(는) 매장이 깔끔하고 쾌적합니다.,긍정,긍정,긍정"
"엔제리너스,엔제리너스는(는) 직원이 친절해요.,긍정,긍정,긍정"
"엔제리너스,엔제리너스는(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"엔제리너스,엔제리너스는(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"달콤커피,달콤커피는(는) 커피가 진하고 맛있습니다.,긍정,긍정,긍정"
"달콤커피,달콤커피는(는) 매장이 깔끔하고 쾌적합니다.,긍정,긍정,긍정"
"달콤커피,달콤커피는(는) 직원이 친절합니다.,긍정,긍정,긍정"
"달콤커피,달콤커피는(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"달콤커피,달콤커피는(는) 가격 대비 괜찮습니다.,긍정,긍정,긍정"
"할리스,할리스는(는) 커피가 맛있습니다.,긍정,긍정,긍정"
"할리스,할리스는(는) 매장이 깔끔하고 쾌적해요.,긍정,긍정,긍정"
"할리스,할리스는(는) 직원이 친절합니다.,긍정,긍정,긍정"
"할리스,할리스는(는) 다시 방문할 거예요.,긍정,긍정,긍정"
"할리스,할리스는(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 커피가 부드럽고 맛있어요.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 매장이 조용하고 쾌적합니다.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 자주 방문하고 싶은 곳이에요.,긍정,긍정,긍정"
"카페 리엠,카페 리엠은(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크는(는) 디저트가 맛있습니다.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크는(는) 매장이 깔끔해요.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크는(는) 직원이 친절합니다.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크는(는) 분위기가 좋아요.,긍정,긍정,긍정"
"크레이지컵케이크,크레이지컵케이크는(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 파스타와 커피가 맛있습니다.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 매장이 깔끔하고 정돈되어 있어요.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 직원이 친절해요.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 다시 방문하고 싶습니다.,긍정,긍정,긍정"
"라샤프,라샤프은(는) 가격 대비 만족스러워요.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 덮밥이 맛있습니다.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 매장이 깔끔하고 편안합니다.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
"파스타그랑데,파스타그랑데는(는) 파스타가 정말 맛있어요.,긍정,긍정,긍정"
"파스타그랑데,파스타그랑데는(는) 매장이 깔끔하고 쾌적합니다.,긍정,긍정,긍정"
"파스타그랑데,파스타그랑데는(는) 직원이 친절합니다.,긍정,긍정,긍정"
"파스타그랑데,파스타그랑데는(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"파스타그랑데,파스타그랑데는(는) 가격 대비 매우 만족스럽습니다.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 음식이 독특하고 맛있습니다.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 매장이 깔끔하고 감성적입니다.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 직원이 친절합니다.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 다시 방문하고 싶어요.,긍정,긍정,긍정"
"마녀주방 강남대점,마녀주방 강남대점은(는) 가격 대비 만족스럽습니다.,긍정,긍정,긍정"
